topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,works_count
T10802,Judicial and Constitutional Studies,3308,Law,33,Social Sciences,2,Social Sciences,76481
T13120,Nuclear Issues and Defense,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,76434
T10345,Hematopoietic Stem Cell Transplantation,2720,Hematology,27,Medicine,4,Health Sciences,76412
T14444,Power Systems and Renewable Energy,2102,Energy Engineering and Power Technology,21,Energy,3,Physical Sciences,76399
T11174,Pediatric Urology and Nephrology Studies,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences,76368
T11727,Advanced Algebra and Logic,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences,76305
T11288,Clostridium difficile and Clostridium perfringens research,2725,Infectious Diseases,27,Medicine,4,Health Sciences,76293
T12701,Biological Control of Invasive Species,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences,76288
T10897,Antibiotic Use and Resistance,2402,Applied Microbiology and Biotechnology,24,Immunology and Microbiology,1,Life Sciences,76280
T12124,Engineering Education and Curriculum Development,2214,Media Technology,22,Engineering,3,Physical Sciences,76277
T10297,Philosophical Ethics and Theory,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,76185
T11324,Spectroscopy Techniques in Biomedical and Chemical Research,1304,Biophysics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,76099
T11281,Asymmetric Hydrogenation and Catalysis,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences,76051
T10984,Sinusitis and nasal conditions,2733,Otorhinolaryngology,27,Medicine,4,Health Sciences,75943
T11226,Milk Quality and Mastitis in Dairy Cows,1102,Agronomy and Crop Science,11,Agricultural and Biological Sciences,1,Life Sciences,75888
T13388,Rangeland and Wildlife Management,2303,Ecology,23,Environmental Science,3,Physical Sciences,75882
T10467,Psychometric Methodologies and Testing,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,75867
T10138,Network Traffic and Congestion Control,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,75842
T10313,Surface Modification and Superhydrophobicity,2508,"Surfaces, Coatings and Films",25,Materials Science,3,Physical Sciences,75693
T10779,Coastal wetland ecosystem dynamics,2303,Ecology,23,Environmental Science,3,Physical Sciences,75656
T10057,Face and Expression Recognition,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,75557
T12445,Twentieth Century Scientific Developments,1207,History and Philosophy of Science,12,Arts and Humanities,2,Social Sciences,75539
T10246,Mobile Ad Hoc Networks,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,75521
T11783,Turkey's Politics and Society,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,75519
T12465,"Cancer, Lipids, and Metabolism",1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,75494
T11356,Pleural and Pulmonary Diseases,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,75477
T12897,Structural Analysis of Composite Materials,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,75469
T14372,Environmental and Biological Research in Conflict Zones,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,75469
T12993,Psychology of Development and Education,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,75462
T10513,Natural Fiber Reinforced Composites,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences,75461
T11026,Occupational and environmental lung diseases,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,75435
T12843,Human Resource and Talent Management,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,75431
T10367,Agricultural Innovations and Practices,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,75428
T10361,Silicon Carbide Semiconductor Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,75372
T13595,Archaeology and Cultural Heritage,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,75369
T10389,Polymer crystallization and properties,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences,75354
T12585,North African History and Literature,1202,History,12,Arts and Humanities,2,Social Sciences,75349
T11370,Mobile Learning in Education,1710,Information Systems,17,Computer Science,3,Physical Sciences,75256
T11512,Anomaly Detection Techniques and Applications,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,75154
T11374,Cleft Lip and Palate Research,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,75139
T11700,Hemodynamic Monitoring and Therapy,2746,Surgery,27,Medicine,4,Health Sciences,75114
T11043,Merger and Competition Analysis,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,75042
T11010,"Logic, Reasoning, and Knowledge",1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,75023
T10928,Probabilistic and Robust Engineering Design,1804,"Statistics, Probability and Uncertainty",18,Decision Sciences,2,Social Sciences,74993
T11420,Geographies of human-animal interactions,3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences,74734
T11540,"Gender, Feminism, and Media",3318,Gender Studies,33,Social Sciences,2,Social Sciences,74731
T11587,Second Language Acquisition and Learning,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,74724
T10888,Augmented Reality Applications,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,74721
T12427,Metal Alloys Wear and Properties,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,74717
T10489,Regulation of Appetite and Obesity,2807,Endocrine and Autonomic Systems,28,Neuroscience,1,Life Sciences,74603
T11035,Salivary Gland Tumors Diagnosis and Treatment,2746,Surgery,27,Medicine,4,Health Sciences,74564
T12572,"Intelligence, Security, War Strategy",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,74552
T10532,Molecular Sensors and Ion Detection,1607,Spectroscopy,16,Chemistry,3,Physical Sciences,74546
T13491,Social and Political Issues,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,74519
T13421,"Contemporary art, education, critique",3316,Cultural Studies,33,Social Sciences,2,Social Sciences,74473
T11903,Private Equity and Venture Capital,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,74472
T12202,nanoparticles nucleation surface interactions,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,74457
T12166,Ion-surface interactions and analysis,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,74449
T12617,"Energy, Environment, and Transportation Policies",2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,74426
T13519,Historical Architecture and Urbanism,1202,History,12,Arts and Humanities,2,Social Sciences,74355
T11333,Climate change and permafrost,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,74346
T14169,Public Health and Environmental Issues,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,74279
T12013,Sustainable Development and Environmental Policy,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,74245
T12156,World Trade Organization Law,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,74148
T10620,Protease and Inhibitor Mechanisms,1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,74135
T14401,"Technology, Environment, Urban Planning",1211,Philosophy,12,Arts and Humanities,2,Social Sciences,74131
T10730,Language Development and Disorders,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,74107
T10448,Memory and Neural Mechanisms,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,74048
T12657,Phytochemistry Medicinal Plant Applications,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,73998
T10161,Rock Mechanics and Modeling,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,73938
T10501,Polymer Nanocomposites and Properties,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences,73915
T11160,Acoustic Wave Resonator Technologies,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,73883
T13435,Animal and Plant Science Education,3207,Social Psychology,32,Psychology,2,Social Sciences,73825
T10843,Diversity and Career in Medicine,3318,Gender Studies,33,Social Sciences,2,Social Sciences,73822
T10528,"Adipokines, Inflammation, and Metabolic Diseases",2713,Epidemiology,27,Medicine,4,Health Sciences,73815
T14157,Environmental and Agricultural Sciences,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,73787
T10381,Ophthalmology and Visual Impairment Studies,2713,Epidemiology,27,Medicine,4,Health Sciences,73774
T10435,Environmental Impact and Sustainability,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,73719
T11279,Lanthanide and Transition Metal Complexes,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,73711
T10354,Catalytic C–H Functionalization Methods,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,73710
T11235,Statistical Methods in Clinical Trials,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences,73709
T10348,"Indigenous Health, Education, and Rights",3306,Health,33,Social Sciences,2,Social Sciences,73683
T11344,Traffic Prediction and Management Techniques,2215,Building and Construction,22,Engineering,3,Physical Sciences,73669
T11975,Evolutionary Algorithms and Applications,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,73661
T10997,Ocular Surface and Contact Lens,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,73445
T11401,Minerals Flotation and Separation Techniques,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,73435
T13691,"Energy, Environment, Agriculture Analysis",2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,73405
T12500,Reflective Practices in Education,3304,Education,33,Social Sciences,2,Social Sciences,73397
T13118,Psychological Treatments and Disorders,3203,Clinical Psychology,32,Psychology,2,Social Sciences,73386
T12358,Thermal and Kinetic Analysis,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,73348
T12241,Children's Physical and Motor Development,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,73343
T13516,Publishing and Scholarly Communication,1207,History and Philosophy of Science,12,Arts and Humanities,2,Social Sciences,73340
T12236,Photoreceptor and optogenetics research,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,73319
T12381,Electron Spin Resonance Studies,1304,Biophysics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,73281
T11888,Gender Roles and Identity Studies,3318,Gender Studies,33,Social Sciences,2,Social Sciences,73165
T14020,Medical research and treatments,2746,Surgery,27,Medicine,4,Health Sciences,73153
T10379,Cellular Mechanics and Interactions,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,73104
T11213,Genomic variations and chromosomal abnormalities,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,73084
T11601,Neuroscience and Neural Engineering,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,73066
T12169,Non-Destructive Testing Techniques,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,73052
T12361,Study of Mite Species,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,73029
T11311,Soil and Water Nutrient Dynamics,2304,Environmental Chemistry,23,Environmental Science,3,Physical Sciences,73006
T10697,Vasculitis and related conditions,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,72951
T12492,Zoonotic diseases and public health,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,72932
T10204,Microstructure and mechanical properties,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,72917
T10692,Urban Green Space and Health,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,72792
T10708,Mindfulness and Compassion Interventions,3203,Clinical Psychology,32,Psychology,2,Social Sciences,72791
T12640,Environmental DNA in Biodiversity Studies,2303,Ecology,23,Environmental Science,3,Physical Sciences,72779
T10961,Hernia repair and management,2746,Surgery,27,Medicine,4,Health Sciences,72669
T11371,Wind and Air Flow Studies,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,72651
T14208,"Death, Funerary Practices, and Mourning",3314,Anthropology,33,Social Sciences,2,Social Sciences,72621
T12840,Renal function and acid-base balance,2727,Nephrology,27,Medicine,4,Health Sciences,72596
T13913,Blockchain Technology in Education and Learning,1710,Information Systems,17,Computer Science,3,Physical Sciences,72593
T11787,Oral and Maxillofacial Pathology,3504,Oral Surgery,35,Dentistry,4,Health Sciences,72572
T10469,Psoriasis: Treatment and Pathogenesis,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,72511
T13539,thermodynamics and calorimetric analyses,1606,Physical and Theoretical Chemistry,16,Chemistry,3,Physical Sciences,72496
T11269,Algorithms and Data Compression,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,72467
